archivo_original,archivo_procesado,estado,duracion_original,duracion_procesada,observacion
..\dataset_original\Base\puerta\base_puerta_p1_016.m4a,..\dataset_procesado\Base\puerta\base_puerta_p1_016.wav,OK,1.514646,1.514688,
..\dataset_original\Base\puerta\base_puerta_p1_017.m4a,..\dataset_procesado\Base\puerta\base_puerta_p1_017.wav,OK,1.109313,1.109375,
..\dataset_original\Base\puerta\base_puerta_p1_018.m4a,..\dataset_procesado\Base\puerta\base_puerta_p1_018.wav,OK,1.898646,1.898688,
..\dataset_original\Base\puerta\base_puerta_p1_019.m4a,..\dataset_procesado\Base\puerta\base_puerta_p1_019.wav,OK,1.983979,1.984,
..\dataset_original\Base\puerta\base_puerta_p1_020.m4a,..\dataset_procesado\Base\puerta\base_puerta_p1_020.wav,OK,1.173313,1.173375,
..\dataset_original\Base\puerta\base_puerta_p1_021.m4a,..\dataset_procesado\Base\puerta\base_puerta_p1_021.wav,OK,1.578646,1.578688,
..\dataset_original\Base\puerta\base_puerta_p1_022.m4a,..\dataset_procesado\Base\puerta\base_puerta_p1_022.wav,OK,1.279979,1.28,
..\dataset_original\Base\puerta\base_puerta_p1_023.m4a,..\dataset_procesado\Base\puerta\base_puerta_p1_023.wav,OK,1.535979,1.536,
..\dataset_original\Base\puerta\base_puerta_p1_024.m4a,..\dataset_procesado\Base\puerta\base_puerta_p1_024.wav,OK,1.151979,1.152,
..\dataset_original\Base\puerta\base_puerta_p1_025.m4a,..\dataset_procesado\Base\puerta\base_puerta_p1_025.wav,OK,1.322646,1.322688,
..\dataset_original\Base\puerta\base_puerta_p3_01.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_01.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_02.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_02.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_03.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_03.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_04.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_04.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_05.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_05.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_06.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_06.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_07.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_07.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_08.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_08.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_09.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_09.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_10.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_10.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_11.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_11.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_12.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_12.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_13.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_13.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_14.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_14.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_15.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_15.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_16.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_16.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_17.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_17.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_18.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_18.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_19.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_19.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_20.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_20.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_21.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_21.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_22.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_22.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_23.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_23.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_24.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_24.wav,OK,2.282667,2.238688,
..\dataset_original\Base\puerta\base_puerta_p3_25.m4a,..\dataset_procesado\Base\puerta\base_puerta_p3_25.wav,OK,2.282667,2.238688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p01_001.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p01_001.wav,OK,2.282667,2.238688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p01_002.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p01_002.wav,OK,2.453333,2.409375,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p01_003.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p01_003.wav,OK,1.941333,1.897375,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p01_004.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p01_004.wav,OK,2.197333,2.153375,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p01_005.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p01_005.wav,OK,2.026667,1.982688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p01_006.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p01_006.wav,OK,1.941333,1.897375,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p01_007.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p01_007.wav,OK,2.026667,1.982688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p01_008.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p01_008.wav,OK,2.197333,2.153375,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p01_009.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p01_009.wav,OK,1.770667,1.726688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p01_010.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p01_010.wav,OK,2.112,2.068,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p03_01.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p03_01.wav,OK,2.282667,2.238688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p03_02.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p03_02.wav,OK,2.282667,2.238688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p03_03.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p03_03.wav,OK,2.282667,2.238688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p03_04.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p03_04.wav,OK,2.282667,2.238688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p03_05.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p03_05.wav,OK,2.282667,2.238688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p03_06.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p03_06.wav,OK,2.282667,2.238688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p03_07.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p03_07.wav,OK,2.282667,2.238688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p03_08.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p03_08.wav,OK,2.282667,2.238688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p03_09.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p03_09.wav,OK,2.282667,2.238688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p03_10.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p03_10.wav,OK,2.282667,2.238688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p04_001.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p04_001.wav,OK,2.090625,2.090688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p04_002.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p04_002.wav,OK,2.922625,2.922688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p04_003.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p04_003.wav,OK,1.983979,1.984,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p04_004.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p04_004.wav,OK,2.410625,2.410688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p04_005.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p04_005.wav,OK,2.303958,2.304,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p04_006.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p04_006.wav,OK,2.069292,2.069375,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p04_007.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p04_007.wav,OK,1.898646,1.898688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p04_008.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p04_008.wav,OK,2.197292,2.197375,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p04_009.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p04_009.wav,OK,1.983979,1.984,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p04_010.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p04_010.wav,OK,1.834646,1.834688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p05_001.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p05_001.wav,OK,1.6,1.556,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p05_002.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p05_002.wav,OK,1.6,1.556,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p05_003.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p05_003.wav,OK,1.429333,1.385375,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p05_004.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p05_004.wav,OK,1.514667,1.470688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p05_005.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p05_005.wav,OK,1.6,1.556,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p05_006.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p05_006.wav,OK,1.429333,1.385375,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p05_007.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p05_007.wav,OK,1.685333,1.641375,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p05_008.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p05_008.wav,OK,1.429333,1.385375,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p05_009.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p05_009.wav,OK,1.258667,1.214688,
..\dataset_original\Base\ruido_fondo\base_ruido_fondo_p05_010.m4a,..\dataset_procesado\Base\ruido_fondo\base_ruido_fondo_p05_010.wav,OK,1.002667,0.958688,
..\dataset_original\Base\seguro\base_seguro_p01_001.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_001.wav,OK,1.770667,1.726688,
..\dataset_original\Base\seguro\base_seguro_p01_002.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_002.wav,OK,1.941333,1.897375,
..\dataset_original\Base\seguro\base_seguro_p01_003.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_003.wav,OK,1.941333,1.897375,
..\dataset_original\Base\seguro\base_seguro_p01_004.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_004.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p01_005.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_005.wav,OK,1.770667,1.726688,
..\dataset_original\Base\seguro\base_seguro_p01_006.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_006.wav,OK,2.026667,1.982688,
..\dataset_original\Base\seguro\base_seguro_p01_007.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_007.wav,OK,1.770667,1.726688,
..\dataset_original\Base\seguro\base_seguro_p01_008.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_008.wav,OK,2.026667,1.982688,
..\dataset_original\Base\seguro\base_seguro_p01_009.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_009.wav,OK,2.112,2.068,
..\dataset_original\Base\seguro\base_seguro_p01_010.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_010.wav,OK,1.770667,1.726688,
..\dataset_original\Base\seguro\base_seguro_p01_011.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_011.wav,OK,1.685333,1.641375,
..\dataset_original\Base\seguro\base_seguro_p01_012.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_012.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p01_013.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_013.wav,OK,2.026667,1.982688,
..\dataset_original\Base\seguro\base_seguro_p01_014.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_014.wav,OK,1.770667,1.726688,
..\dataset_original\Base\seguro\base_seguro_p01_015.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_015.wav,OK,1.941333,1.897375,
..\dataset_original\Base\seguro\base_seguro_p01_016.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_016.wav,OK,1.770667,1.726688,
..\dataset_original\Base\seguro\base_seguro_p01_017.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_017.wav,OK,2.026667,1.982688,
..\dataset_original\Base\seguro\base_seguro_p01_018.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_018.wav,OK,2.026667,1.982688,
..\dataset_original\Base\seguro\base_seguro_p01_019.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_019.wav,OK,2.026667,1.982688,
..\dataset_original\Base\seguro\base_seguro_p01_020.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_020.wav,OK,2.282667,2.238688,
..\dataset_original\Base\seguro\base_seguro_p01_021.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_021.wav,OK,1.856,1.812,
..\dataset_original\Base\seguro\base_seguro_p01_022.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_022.wav,OK,2.026667,1.982688,
..\dataset_original\Base\seguro\base_seguro_p01_023.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_023.wav,OK,1.941333,1.897375,
..\dataset_original\Base\seguro\base_seguro_p01_024.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_024.wav,OK,2.282667,2.238688,
..\dataset_original\Base\seguro\base_seguro_p01_025.m4a,..\dataset_procesado\Base\seguro\base_seguro_p01_025.wav,OK,1.941333,1.897375,
..\dataset_original\Base\seguro\base_seguro_p03_01.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_01.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_02.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_02.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_03.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_03.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_04.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_04.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_05.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_05.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_06.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_06.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_07.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_07.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_08.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_08.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_09.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_09.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_10.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_10.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_11.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_11.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_12.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_12.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_13.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_13.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_14.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_14.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_15.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_15.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_16.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_16.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_17.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_17.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_18.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_18.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_19.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_19.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_20.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_20.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_21.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_21.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_22.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_22.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_23.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_23.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_24.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_24.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p03_25.m4a,..\dataset_procesado\Base\seguro\base_seguro_p03_25.wav,OK,2.197333,2.153375,
..\dataset_original\Base\seguro\base_seguro_p04_001.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_001.wav,OK,1.706646,1.706688,
..\dataset_original\Base\seguro\base_seguro_p04_002.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_002.wav,OK,1.535979,1.536,
..\dataset_original\Base\seguro\base_seguro_p04_003.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_003.wav,OK,1.642646,1.642688,
..\dataset_original\Base\seguro\base_seguro_p04_004.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_004.wav,OK,1.173313,1.173375,
..\dataset_original\Base\seguro\base_seguro_p04_005.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_005.wav,OK,1.429313,1.429375,
..\dataset_original\Base\seguro\base_seguro_p04_006.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_006.wav,OK,2.197292,2.197375,
..\dataset_original\Base\seguro\base_seguro_p04_007.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_007.wav,OK,1.130646,1.130688,
..\dataset_original\Base\seguro\base_seguro_p04_008.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_008.wav,OK,1.386646,1.386688,
..\dataset_original\Base\seguro\base_seguro_p04_009.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_009.wav,OK,1.279979,1.28,
..\dataset_original\Base\seguro\base_seguro_p04_010.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_010.wav,OK,1.301313,1.301375,
..\dataset_original\Base\seguro\base_seguro_p04_011.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_011.wav,OK,1.151979,1.152,
..\dataset_original\Base\seguro\base_seguro_p04_012.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_012.wav,OK,1.258646,1.258688,
..\dataset_original\Base\seguro\base_seguro_p04_013.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_013.wav,OK,1.471979,1.472,
..\dataset_original\Base\seguro\base_seguro_p04_014.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_014.wav,OK,1.557313,1.557375,
..\dataset_original\Base\seguro\base_seguro_p04_015.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_015.wav,OK,1.599979,1.6,
..\dataset_original\Base\seguro\base_seguro_p04_016.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_016.wav,OK,1.279979,1.28,
..\dataset_original\Base\seguro\base_seguro_p04_017.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_017.wav,OK,1.429313,1.429375,
..\dataset_original\Base\seguro\base_seguro_p04_018.m4a,..\dataset_procesado\Base\seguro\base_seguro_p04_018.wav,OK,1.578646,1.578688,
